STATE_UT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
Chhattisgarh,1904,0.0,8.6,32.3,0.2,77.5,369.5,303.6,483.6,86.8,129.3,1.0,0.0,1492.4,8.6,110.0,1243.5,130.4
Chhattisgarh,1905,50.3,22.6,19.0,24.6,31.8,40.4,443.7,270.8,338.8,8.9,0.0,0.0,1251.1,72.9,75.5,1093.8,8.9
Chhattisgarh,1906,25.0,91.0,52.5,0.0,4.1,210.1,445.2,258.3,242.3,41.2,10.2,14.7,1394.6,115.9,56.7,1155.8,66.1
Chhattisgarh,1907,4.0,40.2,41.7,39.4,4.5,286.5,233.6,494.4,141.8,0.1,7.3,15.3,1308.8,44.3,85.6,1156.2,22.7
Chhattisgarh,1908,8.4,67.1,6.3,1.5,6.5,182.4,465.9,590.0,146.7,12.9,0.0,1.1,1488.7,75.4,14.3,1385.0,14.0
Chhattisgarh,1909,11.3,5.8,3.1,112.8,6.1,266.1,473.9,210.8,142.8,6.7,0.0,44.7,1284.1,17.1,122.0,1093.6,51.4
Chhattisgarh,1910,9.0,0.6,3.7,21.5,13.3,246.0,296.6,441.4,265.2,92.6,17.4,0.0,1407.2,9.5,38.6,1249.2,110.0
Chhattisgarh,1911,2.2,0.0,21.7,0.8,9.0,366.7,215.7,474.6,244.6,131.6,37.4,0.0,1504.1,2.2,31.5,1301.5,169.0
Chhattisgarh,1912,3.1,73.9,1.0,22.6,11.3,62.3,422.5,411.9,194.0,13.0,11.3,0.0,1227.0,77.0,34.9,1090.8,24.3
Chhattisgarh,1913,4.3,85.4,31.8,4.1,35.8,246.0,374.4,285.6,122.2,24.9,6.2,14.0,1234.6,89.7,71.7,1028.2,45.1
Chhattisgarh,1914,0.0,7.9,21.0,38.6,51.5,186.1,493.8,373.0,234.1,5.0,0.2,6.8,1418.1,7.9,111.1,1287.0,12.0
Chhattisgarh,1915,25.0,42.4,19.7,16.6,21.2,131.3,364.6,435.9,251.0,121.0,27.2,0.0,1455.9,67.4,57.6,1182.7,148.2
Chhattisgarh,1916,0.0,26.5,2.1,6.9,20.2,325.5,289.4,374.6,199.2,178.4,20.3,0.0,1443.0,26.5,29.1,1188.7,198.6
Chhattisgarh,1917,3.6,63.7,26.6,10.8,44.0,296.9,374.0,475.2,287.8,144.1,0.3,0.7,1727.7,67.3,81.4,1433.9,145.0
Chhattisgarh,1918,14.1,4.5,1.9,10.7,48.3,431.2,238.0,490.9,122.5,1.7,4.7,8.8,1377.2,18.6,60.9,1282.6,15.2
Chhattisgarh,1919,98.3,65.2,30.1,13.5,33.0,396.5,392.9,511.2,152.4,150.6,13.9,1.4,1859.0,163.5,76.6,1453.1,165.8
Chhattisgarh,1920,1.7,2.6,21.9,25.6,23.4,97.0,542.5,391.5,92.0,5.2,0.0,0.0,1203.4,4.3,70.9,1123.0,5.2
Chhattisgarh,1921,39.6,1.6,0.0,6.2,0.0,335.4,311.4,401.8,210.9,12.3,0.0,0.0,1319.4,41.2,6.2,1259.6,12.3
Chhattisgarh,1922,21.1,1.2,0.5,12.7,9.5,180.2,416.7,305.2,297.6,23.5,38.9,1.7,1308.8,22.3,22.7,1199.7,64.0
Chhattisgarh,1923,3.9,27.1,15.2,9.7,5.3,103.8,374.6,582.3,194.9,61.9,8.0,0.5,1387.2,31.0,30.3,1255.6,70.4
Chhattisgarh,1924,32.3,11.1,5.9,9.0,18.0,83.5,310.3,329.5,330.6,79.5,124.5,0.1,1334.2,43.4,32.9,1053.9,204.1
Chhattisgarh,1925,0.2,0.5,0.3,10.6,88.6,368.8,560.4,476.6,166.8,45.1,19.1,0.0,1737.1,0.7,99.5,1572.6,64.3
Chhattisgarh,1926,33.2,10.7,99.7,63.3,45.3,55.3,374.4,555.5,330.5,63.4,0.2,3.3,1634.9,43.9,208.3,1315.8,66.9
Chhattisgarh,1927,11.7,57.9,24.1,2.3,15.9,193.3,468.3,488.8,171.9,75.2,27.8,0.0,1537.1,69.6,42.2,1322.3,103.1
Chhattisgarh,1928,6.8,11.3,8.8,13.6,16.7,210.1,384.4,272.7,192.5,97.8,0.0,4.4,1219.2,18.1,39.2,1059.7,102.2
Chhattisgarh,1929,23.1,28.9,1.2,14.4,5.6,216.2,597.9,461.1,179.2,94.3,0.0,41.9,1663.8,51.9,21.2,1454.5,136.2
Chhattisgarh,1930,0.0,4.0,13.5,43.3,7.9,190.9,517.4,285.0,185.3,37.3,93.9,5.1,1383.5,4.0,64.7,1178.6,136.2
Chhattisgarh,1931,8.4,64.4,14.5,10.6,14.6,104.6,359.1,510.8,169.3,156.3,54.1,0.2,1467.0,72.7,39.8,1143.9,210.7
Chhattisgarh,1932,0.0,22.9,3.7,9.5,18.8,109.6,525.2,300.9,272.6,56.4,37.6,0.2,1357.6,22.9,32.1,1208.3,94.3
Chhattisgarh,1933,31.6,75.9,14.9,21.9,97.3,310.7,388.9,368.3,286.5,41.4,7.9,5.5,1650.6,107.5,134.1,1354.4,54.7
Chhattisgarh,1934,1.8,0.0,1.5,11.5,0.0,263.1,412.0,483.4,305.3,37.0,12.3,1.1,1529.2,1.8,13.0,1463.9,50.5
Chhattisgarh,1935,12.2,17.9,5.1,33.4,4.1,132.2,562.1,247.2,247.6,3.8,0.0,3.6,1269.2,30.1,42.7,1189.1,7.3
Chhattisgarh,1936,31.9,44.7,14.6,4.3,46.6,413.1,463.8,434.5,258.0,90.4,18.2,6.1,1826.2,76.6,65.5,1569.4,114.7
Chhattisgarh,1937,0.0,66.2,21.5,76.3,19.2,222.6,501.0,391.9,237.0,79.8,1.0,0.2,1616.8,66.2,117.0,1352.6,81.0
Chhattisgarh,1938,18.4,25.1,5.4,8.2,48.8,269.2,386.8,343.5,266.7,126.6,7.0,0.1,1505.8,43.5,62.3,1266.3,133.7
Chhattisgarh,1939,6.5,22.8,53.2,19.9,1.1,188.6,427.5,478.6,198.3,79.3,4.6,0.0,1480.3,29.3,74.2,1293.0,83.9
Chhattisgarh,1940,0.2,23.0,31.1,26.4,41.5,218.6,542.9,395.6,72.8,67.2,4.9,24.3,1448.4,23.2,98.9,1229.8,96.4
Chhattisgarh,1941,20.8,13.8,18.4,3.3,27.1,240.8,218.6,238.7,146.0,70.9,6.5,0.2,1005.1,34.6,48.8,844.1,77.6
Chhattisgarh,1942,13.1,48.2,7.5,18.7,17.7,164.1,540.7,470.7,289.6,23.9,1.6,2.3,1598.3,61.3,44.0,1465.2,27.8
Chhattisgarh,1943,99.5,5.1,1.0,19.5,32.1,214.2,459.7,386.5,373.6,52.8,1.0,0.0,1645.1,104.6,52.6,1434.1,53.8
Chhattisgarh,1944,24.4,78.3,102.9,25.0,11.1,101.3,611.7,439.8,247.7,142.8,7.5,0.1,1792.7,102.7,139.0,1400.5,150.4
Chhattisgarh,1945,30.1,7.6,0.0,58.6,7.0,200.7,428.5,397.2,376.6,71.9,6.4,0.9,1585.6,37.8,65.6,1403.0,79.3
Chhattisgarh,1946,0.0,11.0,2.3,35.3,25.3,307.9,419.9,522.5,181.6,63.9,29.0,0.4,1599.0,11.0,62.8,1431.9,93.3
Chhattisgarh,1947,31.0,29.9,12.0,6.7,9.7,140.1,510.6,476.4,283.2,80.0,4.5,15.6,1599.6,60.9,28.4,1410.2,100.1
Chhattisgarh,1948,31.0,8.0,14.2,21.5,11.6,216.0,390.1,423.7,246.9,42.3,86.4,0.0,1491.7,39.0,47.4,1276.7,128.7
Chhattisgarh,1949,1.2,7.6,4.0,9.9,61.5,181.7,381.0,412.3,280.3,159.8,0.0,0.2,1499.6,8.8,75.4,1255.4,160.0
Chhattisgarh,1950,0.4,40.1,50.9,1.3,10.0,172.4,457.2,374.7,148.9,16.7,19.6,0.0,1292.2,40.5,62.2,1153.2,36.3
Chhattisgarh,1951,4.5,2.8,102.3,59.8,34.5,145.1,338.4,459.4,166.5,96.8,1.5,0.0,1411.6,7.3,196.6,1109.4,98.2
Chhattisgarh,1952,1.2,20.0,18.8,18.2,23.4,120.8,439.4,385.8,304.0,62.8,0.0,2.0,1396.4,21.2,60.4,1250.0,64.8
Chhattisgarh,1953,24.3,5.1,0.1,22.7,5.8,140.8,421.3,483.6,209.1,55.0,2.4,0.0,1370.2,29.4,28.6,1254.8,57.4
Chhattisgarh,1954,2.7,2.2,4.4,11.7,6.5,114.9,314.0,358.1,361.4,12.5,0.0,5.4,1193.7,4.9,22.5,1148.4,17.8
Chhattisgarh,1955,15.1,1.2,3.2,13.5,23.3,242.1,283.1,406.0,276.6,174.2,2.4,0.0,1440.7,16.3,39.9,1207.8,176.6
Chhattisgarh,1956,2.2,13.9,7.1,3.0,68.4,278.0,468.5,404.3,227.3,69.6,10.7,4.0,1557.0,16.1,78.5,1378.1,84.2
Chhattisgarh,1957,14.8,10.4,48.7,17.0,16.2,114.8,449.7,416.7,105.8,28.3,0.0,0.0,1222.4,25.1,82.0,1087.0,28.3
Chhattisgarh,1958,9.5,38.8,21.6,17.1,19.2,101.2,509.4,376.0,265.8,133.0,29.3,0.0,1520.9,48.3,57.9,1252.5,162.3
Chhattisgarh,1959,32.0,3.3,0.2,3.6,15.5,180.4,408.9,473.1,357.9,69.0,0.1,0.3,1544.2,35.2,19.3,1420.3,69.4
Chhattisgarh,1960,18.0,0.7,44.4,10.2,11.2,168.6,412.1,441.5,145.4,111.9,0.4,0.0,1364.3,18.6,65.8,1167.6,112.3
Chhattisgarh,1961,2.5,44.1,5.0,10.9,16.1,377.4,533.2,467.6,401.2,102.8,5.8,7.3,1974.0,46.6,32.0,1779.5,115.9
Chhattisgarh,1962,3.8,15.8,10.4,23.8,28.0,130.5,371.6,276.1,210.0,26.3,2.0,26.4,1124.7,19.6,62.3,988.1,54.7
Chhattisgarh,1963,0.4,5.4,8.9,44.8,28.2,160.8,349.4,387.7,258.8,91.2,1.2,0.3,1337.2,5.8,82.0,1156.7,92.7
Chhattisgarh,1964,1.0,21.9,3.9,6.5,4.5,269.2,371.6,515.3,201.8,109.1,4.1,0.0,1509.1,23.0,14.9,1358.0,113.3
Chhattisgarh,1965,5.8,4.5,22.3,14.4,8.4,111.1,310.0,208.3,251.8,4.9,0.0,0.0,941.6,10.2,45.1,881.2,4.9
Chhattisgarh,1966,20.9,0.0,2.2,16.3,19.0,267.8,294.0,253.4,154.6,25.1,12.8,20.9,1087.1,20.9,37.6,969.8,58.8
Chhattisgarh,1967,1.7,0.0,96.8,15.5,12.2,184.3,397.9,508.3,188.5,9.2,0.4,57.6,1472.5,1.7,124.5,1279.0,67.2
Chhattisgarh,1968,25.6,26.1,16.3,19.5,4.5,176.2,354.9,269.9,210.7,59.7,0.7,3.9,1168.0,51.7,40.2,1011.7,64.4
Chhattisgarh,1969,6.0,1.6,0.6,18.7,46.2,121.8,442.4,291.4,211.4,18.5,6.0,7.9,1172.6,7.6,65.6,1067.0,32.5
Chhattisgarh,1970,12.1,11.9,44.9,18.9,23.2,237.9,453.2,443.1,236.4,19.9,0.0,0.0,1501.5,24.0,87.0,1370.6,19.9
Chhattisgarh,1971,20.3,24.8,11.6,48.8,68.6,384.1,354.6,398.8,127.9,89.6,4.7,0.0,1533.8,45.1,129.0,1265.4,94.3
Chhattisgarh,1972,0.1,19.2,1.2,15.2,6.2,123.9,319.4,392.0,232.4,49.2,36.3,3.9,1198.9,19.3,22.6,1067.7,89.3
Chhattisgarh,1973,3.8,10.0,2.6,3.1,6.9,97.9,429.3,401.9,286.5,223.3,2.0,0.0,1467.3,13.8,12.7,1215.5,225.3
Chhattisgarh,1974,0.0,6.6,2.5,1.5,9.2,115.6,253.4,353.3,100.4,97.3,11.3,0.0,951.0,6.6,13.1,822.6,108.6
Chhattisgarh,1975,9.7,7.4,11.3,3.7,8.7,202.5,403.3,421.3,265.7,140.8,0.9,0.0,1475.5,17.2,23.8,1292.7,141.7
Chhattisgarh,1976,0.4,4.1,1.1,15.9,12.6,100.0,569.0,492.1,174.5,2.8,6.7,0.2,1379.3,4.5,29.6,1335.6,9.7
Chhattisgarh,1977,4.1,4.9,2.2,19.0,33.7,242.4,509.3,386.3,196.5,19.9,40.9,6.1,1465.5,9.0,54.9,1334.6,67.0
Chhattisgarh,1978,4.1,13.7,18.9,12.8,3.7,257.0,377.7,470.8,176.0,11.5,11.9,12.2,1370.4,17.9,35.4,1281.5,35.6
Chhattisgarh,1979,20.7,24.7,0.6,4.4,4.4,176.3,209.8,267.2,155.5,26.1,11.3,3.6,904.6,45.4,9.4,808.8,41.0
Chhattisgarh,1980,5.3,2.3,7.9,7.2,15.5,273.0,426.6,362.2,369.4,21.4,0.0,4.6,1495.4,7.7,30.6,1431.2,26.0
Chhattisgarh,1981,20.7,1.6,20.7,4.0,15.6,127.5,356.2,409.1,237.2,20.7,0.9,2.2,1216.2,22.3,40.3,1129.9,23.7
Chhattisgarh,1982,27.2,18.9,22.5,11.5,25.0,133.5,251.8,501.1,119.1,75.2,10.9,0.6,1197.4,46.2,59.0,1005.6,86.7
Chhattisgarh,1983,0.3,24.9,1.5,20.4,28.4,155.7,324.2,417.6,330.9,58.2,0.6,9.4,1371.9,25.1,50.3,1228.3,68.1
Chhattisgarh,1984,35.3,12.4,0.1,24.9,15.5,291.6,322.0,400.2,99.8,52.7,0.2,0.0,1254.7,47.7,40.5,1113.6,52.9
Chhattisgarh,1985,33.2,9.4,0.4,8.7,11.9,137.2,398.9,346.0,214.6,77.2,0.0,0.0,1237.5,42.6,21.0,1096.8,77.2
Chhattisgarh,1986,23.3,45.7,10.0,11.5,8.7,361.9,367.9,321.0,98.7,61.9,33.9,24.1,1368.6,69.0,30.2,1149.5,119.9
Chhattisgarh,1987,9.2,9.3,7.9,2.4,22.1,81.0,409.9,264.8,214.0,82.5,37.5,2.2,1142.8,18.5,32.4,969.7,122.2
Chhattisgarh,1988,0.7,25.1,6.2,22.7,8.8,219.7,375.0,351.1,167.8,28.7,0.4,0.1,1206.3,25.8,37.7,1113.6,29.2
Chhattisgarh,1989,0.1,0.0,10.5,1.0,8.9,226.8,372.1,353.7,173.9,10.4,5.2,24.6,1187.2,0.1,20.4,1126.5,40.2
Chhattisgarh,1990,0.5,18.5,9.2,7.4,122.3,293.6,393.9,375.9,268.2,143.6,9.4,1.4,1643.8,19.0,138.9,1331.5,154.4
Chhattisgarh,1991,10.6,1.6,9.2,3.7,4.7,143.8,446.2,411.2,135.1,37.9,9.3,7.6,1220.8,12.2,17.5,1136.2,54.9
Chhattisgarh,1992,0.1,0.3,0.5,1.9,5.4,137.1,401.3,419.1,180.0,7.9,3.0,0.0,1156.6,0.4,7.8,1137.5,10.9
Chhattisgarh,1993,0.0,5.3,7.1,4.7,10.0,167.2,351.0,299.5,298.6,60.1,1.9,0.0,1205.3,5.3,21.7,1116.3,61.9
Chhattisgarh,1994,3.5,8.4,0.0,5.2,9.1,413.4,575.7,447.7,212.0,76.9,2.7,0.0,1754.5,11.8,14.3,1648.8,79.6
Chhattisgarh,1995,43.5,2.6,24.0,5.2,24.9,119.5,478.3,356.0,137.7,69.6,11.2,8.2,1280.7,46.1,54.1,1091.4,89.1
Chhattisgarh,1996,11.1,5.6,3.6,4.8,2.2,195.2,352.4,429.4,156.8,25.0,0.8,0.2,1187.0,16.7,10.6,1133.8,26.0
Chhattisgarh,1997,6.3,0.1,2.2,45.7,7.2,153.8,384.6,414.7,167.5,30.2,51.4,53.5,1317.2,6.4,55.1,1120.6,135.1
Chhattisgarh,1998,64.9,11.2,27.3,11.9,16.4,156.2,356.0,259.6,288.3,93.1,47.8,0.0,1332.5,76.0,55.6,1060.1,140.9
Chhattisgarh,1999,0.0,3.1,0.1,0.0,31.5,222.5,310.0,408.7,253.7,91.2,1.3,0.6,1322.6,3.1,31.6,1194.9,93.0
Chhattisgarh,2000,2.6,0.0,0.6,1.5,9.3,180.7,322.4,215.6,169.1,4.3,0.2,0.1,906.3,2.6,11.4,887.8,4.6
Chhattisgarh,2001,0.8,0.3,14.6,17.6,16.6,339.4,630.6,380.3,108.4,86.9,4.6,0.0,1600.1,1.1,48.7,1458.8,91.6
Chhattisgarh,2002,41.5,4.9,12.2,3.3,32.1,196.3,138.4,352.4,122.3,57.8,13.3,15.9,990.2,46.4,47.5,809.3,86.9
Chhattisgarh,2003,3.7,17.7,12.1,2.6,0.7,128.7,446.6,519.7,384.1,157.6,5.8,14.9,1694.3,21.4,15.5,1479.1,178.2
Chhattisgarh,2004,37.8,16.7,3.1,21.2,6.8,213.1,323.1,351.7,126.5,43.9,0.7,0.1,1144.5,54.5,31.1,1014.3,44.6
Chhattisgarh,2005,57.6,15.6,6.1,6.5,16.4,197.0,393.8,267.7,240.5,83.5,1.6,1.0,1287.2,73.2,29.0,1099.0,86.1
Chhattisgarh,2006,2.7,0.0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.7,1317.7,2.7,66.8,1219.0,29.1
Chhattisgarh,2007,0.0,15.7,6.2,11.4,10.4,259.4,309.9,338.8,259.1,67.8,2.0,0.5,1281.2,15.7,28.0,1167.2,70.3
Chhattisgarh,2008,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0.0,1108.5,16.4,42.9,1037.4,11.8
Chhattisgarh,2009,1.2,0.0,2.3,1.9,11.2,45.3,455.0,247.1,104.7,43.6,42.5,1.9,956.6,1.2,15.4,852.0,88.0
Chhattisgarh,2010,7.9,4.9,1.0,5.9,12.6,102.6,426.8,340.3,302.5,54.3,20.2,27.6,1306.6,12.8,19.4,1172.2,102.1
Chhattisgarh,2011,0.3,11.5,2.6,35.0,16.8,183.5,272.6,379.8,382.2,15.5,0.0,2.8,1302.7,11.8,54.4,1218.2,18.3
Chhattisgarh,2012,36.6,4.8,1.1,14.9,9.4,147.3,430.6,442.2,245.3,19.8,20.4,5.0,1377.4,41.5,25.4,1265.4,45.1
Chhattisgarh,2013,2.8,19.7,4.9,45.8,5.7,263.6,418.8,336.6,140.9,180.9,0.3,0.0,1420.0,22.5,56.4,1159.9,181.2
Chhattisgarh,2014,2.3,29.0,21.4,17.3,25.0,104.9,416.7,327.7,252.7,77.9,2.6,1.1,1278.7,31.3,63.7,1102.1,81.6
Chhattisgarh,2015,15.8,1.2,21.2,37.0,13.0,257.6,248.6,286.6,216.9,17.7,0.6,1.5,1117.6,17.0,71.2,1009.7,19.7
Delhi,1901,35.4,28.9,11.1,0.0,5.1,13.2,126.4,151.5,10.5,2.0,0.0,6.1,390.1,64.3,16.2,301.6,8.1
Delhi,1902,0.0,0.7,2.9,10.2,15.8,74.6,149.3,97.1,59.8,9.3,0.0,0.0,419.8,0.7,28.9,380.9,9.3
Delhi,1903,14.7,0.5,2.3,0.5,8.5,8.6,151.6,138.2,97.7,4.0,0.0,2.3,428.9,15.2,11.3,396.1,6.2
Delhi,1904,7.6,0.7,48.0,0.5,29.3,34.3,109.7,162.9,102.3,1.5,10.4,20.3,527.8,8.3,77.8,409.3,32.3
Delhi,1905,44.8,20.8,14.0,1.3,7.4,20.1,93.6,23.1,92.6,0.0,0.0,5.1,322.9,65.7,22.7,229.4,5.1
Delhi,1906,3.6,64.1,31.4,0.1,1.4,70.2,128.9,103.8,185.2,0.0,0.0,5.0,593.6,67.7,32.9,488.0,5.0
Delhi,1907,14.3,42.8,25.9,33.5,7.8,20.0,123.2,175.3,1.0,0.1,0.0,0.0,443.9,57.1,67.2,319.5,0.1
Delhi,1908,31.4,6.1,0.1,7.6,22.4,14.5,196.6,398.2,10.1,0.3,1.1,0.6,689.0,37.5,30.1,619.5,2.0
Delhi,1909,5.9,13.1,0.0,78.1,2.8,123.7,228.7,118.9,162.4,3.1,0.0,32.7,769.3,19.0,80.9,633.7,35.8
Delhi,1910,19.7,5.1,0.1,2.1,3.1,69.0,107.9,150.4,159.7,87.3,0.0,0.8,605.2,24.8,5.3,487.0,88.1
Delhi,1911,66.5,1.3,53.3,0.7,0.1,53.1,26.3,49.3,208.7,10.7,39.7,0.0,509.7,67.8,54.1,337.4,50.4
Delhi,1912,43.4,12.5,9.0,9.2,2.8,26.5,161.1,134.2,119.5,0.0,10.5,0.5,529.3,55.9,21.0,441.4,11.0
Delhi,1913,1.1,42.9,22.4,1.9,69.7,111.8,142.9,82.3,22.6,0.7,0.9,9.3,508.4,43.9,94.0,359.6,10.9
Delhi,1914,2.3,7.0,4.7,22.7,21.0,51.1,252.0,100.0,182.9,18.7,2.0,0.3,664.7,9.3,48.4,586.0,21.0
Delhi,1915,30.7,49.1,40.9,7.1,8.0,39.9,66.9,69.9,101.7,6.4,0.0,1.8,422.4,79.9,55.9,278.4,8.2
Delhi,1916,0.5,15.7,0.2,2.3,12.5,71.2,139.7,217.7,107.8,61.6,0.0,0.0,629.1,16.2,14.9,536.4,61.6
Delhi,1917,6.1,7.4,3.2,34.5,25.8,64.6,164.3,210.9,361.5,101.0,0.0,7.5,986.7,13.5,63.5,801.2,108.5
Delhi,1918,10.0,0.0,11.1,9.9,1.1,34.3,20.0,142.1,5.0,0.3,0.8,0.0,234.7,10.1,22.2,201.4,1.1
Delhi,1919,61.0,2.7,8.4,2.3,14.8,7.0,208.7,172.1,50.6,0.0,3.4,22.8,553.7,63.8,25.4,438.3,26.2
Delhi,1920,11.2,12.9,13.2,0.2,21.6,73.0,194.8,30.8,9.6,1.4,0.0,0.1,368.8,24.1,35.1,308.1,1.5
Delhi,1921,21.3,1.2,0.5,1.4,0.0,13.7,100.2,189.5,86.1,29.5,0.0,3.0,446.5,22.5,2.0,389.5,32.5
Delhi,1922,14.3,4.5,0.6,0.6,1.4,86.7,139.6,99.7,176.5,1.7,0.0,27.1,552.9,18.8,2.7,502.6,28.7
Delhi,1923,17.0,52.7,0.8,0.1,19.7,24.8,183.7,221.3,17.6,9.1,0.3,34.4,581.5,69.7,20.6,447.4,43.8
Delhi,1924,48.5,18.9,2.0,1.3,5.5,18.5,98.3,151.3,247.5,45.5,2.5,15.0,654.8,67.4,8.8,515.6,63.0
Delhi,1925,4.8,0.1,0.1,3.1,11.2,153.8,247.0,108.6,10.2,5.7,12.2,0.3,557.2,5.0,14.4,519.6,18.2
Delhi,1926,9.4,9.3,39.2,10.3,33.4,18.4,190.0,257.4,45.5,0.6,2.4,0.1,615.9,18.7,82.8,511.3,3.0
Delhi,1927,0.2,34.1,14.8,7.4,13.9,12.2,160.9,163.9,42.7,18.1,1.7,32.5,502.5,34.3,36.1,379.7,52.4
Delhi,1928,21.5,28.3,3.4,5.9,3.7,36.5,131.0,77.6,35.6,7.6,20.3,16.8,388.2,49.8,13.0,280.7,44.6
Delhi,1929,15.2,0.1,0.0,9.5,3.7,18.7,135.2,82.8,11.4,3.8,0.0,26.2,306.6,15.4,13.2,248.1,30.0
Delhi,1930,28.4,11.4,4.0,1.8,3.4,68.6,266.5,78.4,32.3,2.8,0.9,2.1,500.5,39.8,9.2,445.9,5.7
Delhi,1931,0.4,17.0,14.2,0.3,7.8,11.1,198.7,122.5,109.5,37.4,0.0,0.1,519.2,17.5,22.4,441.9,37.5
Delhi,1932,3.0,2.0,26.2,4.8,6.1,14.3,136.8,113.4,117.5,0.0,0.0,15.8,440.1,5.1,37.1,382.1,15.8
Delhi,1933,1.1,19.5,10.8,6.7,43.2,105.1,131.4,227.3,293.1,17.0,0.4,1.3,856.9,20.6,60.7,756.8,18.7
Delhi,1934,21.6,1.0,47.6,0.7,2.0,64.6,140.8,199.1,18.3,0.0,0.0,5.6,501.4,22.6,50.4,422.8,5.6
Delhi,1935,35.1,25.1,7.1,29.2,0.7,5.3,208.9,132.3,97.0,7.5,6.0,14.2,568.3,60.2,37.0,443.5,27.7
Delhi,1936,1.6,18.2,6.8,0.7,3.3,141.3,124.4,125.7,61.3,0.1,1.2,26.5,511.1,19.8,10.8,452.7,27.7
Delhi,1937,0.8,75.8,5.3,20.3,5.2,43.7,171.6,39.3,109.8,0.4,0.3,9.1,481.7,76.7,30.8,364.4,9.8
Delhi,1938,38.2,7.7,0.4,1.1,7.4,61.7,89.7,56.9,8.1,7.6,0.1,0.0,278.8,45.9,8.9,216.3,7.7
Delhi,1939,1.9,38.5,20.2,0.5,0.3,88.8,62.7,32.9,63.3,1.2,0.0,0.0,310.2,40.5,20.9,247.6,1.2
Delhi,1940,28.2,35.6,11.9,6.7,1.7,38.7,117.4,142.3,12.6,0.2,0.0,0.4,395.7,63.8,20.3,311.1,0.5
Delhi,1941,59.2,5.1,2.2,0.0,16.2,96.3,41.0,90.1,46.4,3.9,0.0,3.5,363.9,64.3,18.4,273.8,7.4
Delhi,1942,24.9,48.6,2.2,11.7,7.3,48.2,257.5,237.6,154.2,0.3,0.0,11.9,804.5,73.6,21.2,697.6,12.2
Delhi,1943,19.6,2.1,2.4,14.7,8.5,28.8,129.6,112.4,89.7,0.0,0.0,0.1,407.9,21.7,25.6,360.4,0.1
Delhi,1944,21.5,32.9,35.1,27.6,0.5,52.2,150.7,99.0,38.8,24.8,0.6,0.6,484.2,54.4,63.1,340.7,26.0
Delhi,1945,41.5,0.0,2.4,6.5,7.9,36.5,120.0,122.3,312.5,5.1,0.0,0.0,654.6,41.5,16.8,591.2,5.1
Delhi,1946,0.1,9.7,1.7,3.4,27.0,72.0,122.9,155.4,17.3,15.6,1.0,11.6,437.8,9.8,32.1,367.6,28.3
Delhi,1947,17.2,15.8,7.2,0.6,3.0,13.7,22.9,80.6,292.9,4.5,0.0,6.2,464.5,33.0,10.8,410.0,10.7
Delhi,1948,34.4,31.4,18.8,1.1,4.8,16.0,212.4,233.0,34.6,4.3,0.9,0.3,592.1,65.9,24.7,496.1,5.4
Delhi,1949,3.4,27.9,0.7,1.2,5.9,12.1,287.9,58.3,84.7,1.2,0.0,2.0,485.3,31.3,7.8,442.9,3.2
Delhi,1950,22.2,6.5,18.1,0.5,6.1,9.7,220.4,147.6,118.7,0.0,0.0,1.4,551.1,28.7,24.7,496.4,1.4
Delhi,1951,8.2,0.4,33.6,11.6,9.1,21.3,56.0,135.4,35.0,0.2,27.4,0.0,338.2,8.7,54.2,247.7,27.7
Delhi,1952,8.2,17.8,12.0,2.6,10.8,67.1,122.5,311.0,1.3,0.0,0.0,3.2,556.3,26.0,25.3,501.9,3.2
Delhi,1953,39.5,1.6,0.0,4.1,5.9,58.9,241.0,154.9,48.4,0.9,0.0,6.6,561.9,41.1,10.0,503.3,7.5
Delhi,1954,26.1,91.0,10.1,0.4,3.9,26.7,152.3,45.6,136.6,43.9,0.3,0.0,537.0,117.1,14.5,361.2,44.2
Delhi,1955,32.8,1.9,7.7,7.3,12.7,66.1,100.3,173.1,159.3,129.4,2.8,0.6,694.1,34.7,27.7,498.8,132.8
Delhi,1956,16.6,3.1,25.6,0.8,2.4,50.8,239.1,159.5,19.5,131.3,4.4,0.6,653.8,19.7,28.9,468.9,136.3
Delhi,1957,53.2,0.2,28.9,2.8,6.9,24.4,190.6,101.6,149.6,26.6,7.7,24.7,617.2,53.4,38.7,466.2,58.9
Delhi,1958,4.1,0.7,5.4,1.9,4.4,17.0,150.0,182.7,273.4,21.8,1.0,10.6,673.0,4.8,11.7,623.1,33.4
Delhi,1959,28.4,8.0,3.8,0.4,13.2,25.3,103.8,163.8,102.8,16.1,19.3,0.1,484.9,36.4,17.4,395.7,35.4
Delhi,1960,11.3,0.0,24.4,4.2,1.3,33.1,249.9,339.0,15.6,35.2,0.0,8.9,722.9,11.3,30.0,637.5,44.1
Delhi,1961,40.2,29.9,0.4,4.6,11.0,46.2,150.1,251.4,52.4,25.8,6.6,9.2,627.9,70.2,16.0,500.1,41.6
Delhi,1962,21.1,10.4,7.7,1.3,1.5,14.0,144.7,111.5,189.4,0.0,2.9,6.5,511.0,31.5,10.5,459.6,9.4
