date,grid_id,LST_mean,LST_max
2023-06-01,3798,43.5,53.0
2023-06-01,3799,15.1,23.0
2023-06-01,3800,17.3,23.9
2023-06-01,3801,20.8,33.9
2023-06-01,3802,38.5,51.0
2023-06-01,3803,24.6,33.3
2023-06-01,3804,24.6,32.8
2023-06-01,3805,19.2,27.299999999999997
2023-06-01,3806,29.3,41.1
2023-06-01,3807,33.6,44.8
2023-06-01,3808,38.3,50.9
2023-06-01,3809,33.7,47.0
2023-06-01,3810,17.7,26.299999999999997
2023-06-01,3811,25.4,31.799999999999997
2023-06-01,3812,27.3,42.2
2023-06-01,3813,23.6,34.8
2023-06-01,3814,41.6,54.2
2023-06-01,3815,38.5,47.9
2023-06-01,3816,27.2,34.2
2023-06-01,3817,23.4,37.5
2023-06-01,3818,22.8,33.6
2023-06-01,3819,25.3,33.5
2023-06-01,3820,30.1,40.3
2023-06-01,3821,20.1,34.2
2023-06-01,3822,24.4,33.099999999999994
2023-06-01,3823,26.9,32.9
2023-06-01,3824,33.0,42.6
2023-06-01,3825,18.0,24.1
2023-06-01,3826,24.9,32.699999999999996
2023-06-01,3827,24.9,30.5
2023-06-01,3828,27.6,33.800000000000004
2023-06-01,3829,23.4,35.3
2023-06-01,3830,22.0,27.5
2023-06-01,3831,23.7,29.6
2023-06-01,3832,23.3,30.5
2023-06-01,3833,36.7,42.6
2023-06-01,3834,23.2,36.9
2023-06-01,3835,32.2,42.1
2023-06-01,3836,40.8,53.5
2023-06-01,3837,35.1,47.7
2023-06-01,3838,34.0,48.8
2023-06-01,3839,27.0,35.4
2023-06-01,3840,39.6,49.400000000000006
2023-06-01,3841,26.7,35.8
2023-06-01,3842,34.7,43.0
2023-06-01,3843,41.3,51.599999999999994
2023-06-01,3844,39.9,49.8
2023-06-01,3845,43.9,53.3
2023-06-01,3846,19.1,33.3
2023-06-01,3847,21.8,32.7
2023-06-01,3848,23.5,37.9
2023-06-01,3849,32.0,41.3
2023-06-01,3850,28.5,39.1
2023-06-01,3851,36.3,41.699999999999996
2023-06-01,3852,23.8,38.1
2023-06-01,3853,18.0,29.8
2023-06-01,3854,19.2,32.5
2023-06-01,3855,18.1,32.8
2023-06-01,3856,21.3,31.200000000000003
2023-06-01,3857,33.0,47.4
2023-06-01,3858,32.9,44.3
2023-06-01,3859,26.8,36.3
2023-06-01,3860,30.1,43.6
2023-06-01,3861,18.4,26.099999999999998
2023-06-01,3862,43.8,55.099999999999994
2023-06-01,3863,44.0,49.3
2023-06-01,3864,44.3,49.9
2023-06-01,3865,20.3,30.0
2023-06-01,3866,24.4,36.2
2023-06-01,3867,28.3,40.2
2023-06-01,3868,20.5,31.6
2023-06-01,3869,23.2,31.9
2023-06-01,3870,31.9,44.0
2023-06-01,3871,25.7,34.2
2023-06-01,3872,25.0,39.8
2023-06-01,3873,27.9,33.1
2023-06-01,3874,24.8,39.1
2023-06-01,3875,36.1,46.6
2023-06-01,3876,32.6,44.1
2023-06-01,3877,34.6,44.6
2023-06-01,3878,19.8,25.9
2023-06-01,3879,44.6,59.1
2023-06-01,3880,21.0,31.7
2023-06-01,3881,40.3,55.099999999999994
2023-06-01,3882,28.7,40.6
2023-06-01,3883,42.1,56.5
2023-06-01,3884,27.9,36.8
2023-06-01,3885,17.7,31.6
2023-06-01,3886,43.8,55.5
2023-06-01,3887,16.0,27.7
2023-06-01,3888,39.4,49.0
2023-06-01,3889,20.5,33.3
2023-06-01,3890,34.1,41.9
2023-06-01,3891,27.3,39.6
2023-06-01,3892,31.0,40.3
2023-06-01,3893,19.0,28.9
2023-06-01,3894,22.1,27.200000000000003
2023-06-01,3895,31.7,37.1
2023-06-01,3896,40.9,55.7
2023-06-01,3897,31.4,40.099999999999994
2023-06-01,3898,17.9,28.599999999999998
2023-06-01,3899,25.6,36.0
2023-06-01,3900,20.2,29.4
2023-06-01,3901,39.6,50.5
2023-06-01,3902,40.6,48.0
2023-06-01,3903,23.4,34.099999999999994
2023-06-01,3904,30.4,38.1
2023-06-01,3905,36.5,41.6
2023-06-01,3906,29.4,36.199999999999996
2023-06-01,3907,32.1,45.5
2023-06-01,3908,39.1,48.6
2023-06-01,3909,28.5,33.9
2023-06-01,3910,33.5,43.0
2023-06-01,3911,22.6,34.7
2023-06-01,3912,18.2,29.799999999999997
2023-06-01,3913,40.0,53.7
2023-06-01,3914,22.8,35.3
2023-06-01,3915,32.6,38.2
2023-06-01,3916,33.5,46.4
2023-06-01,3917,35.8,41.3
2023-06-01,3918,42.8,56.4
2023-06-01,3919,31.1,43.1
2023-06-01,3920,42.8,56.5
2023-06-01,3921,39.5,53.9
2023-06-01,3922,26.8,41.5
2023-06-01,3923,41.8,52.599999999999994
2023-06-01,3924,20.5,34.8
2023-06-01,3925,30.7,40.6
2023-06-01,3926,40.7,46.800000000000004
2023-06-01,3927,43.5,56.9
2023-06-01,3928,41.0,53.2
2023-06-01,3929,19.5,25.3
2023-06-01,3930,39.2,46.2
2023-06-01,3931,41.3,48.0
2023-06-01,3932,38.6,50.7
2023-06-01,3933,30.6,45.0
2023-06-01,3934,27.6,37.8
2023-06-01,3935,42.2,52.6
2023-06-01,3936,39.3,46.0
2023-06-01,3937,15.1,29.7
2023-06-01,3938,28.3,34.7
2023-06-01,3939,26.2,36.9
2023-06-01,3940,17.7,27.4
2023-06-01,3941,31.8,42.3
2023-06-01,3942,31.7,38.6
2023-06-01,3943,35.2,49.300000000000004
2023-06-01,3944,25.8,31.5
2023-06-01,3945,17.8,23.0
2023-06-01,3946,30.8,43.0
2023-06-01,3947,43.9,51.199999999999996
2023-06-01,3948,33.7,46.6
2023-06-01,3949,42.5,54.0
2023-06-01,3950,27.0,32.4
2023-06-01,3951,40.5,53.6
2023-06-01,3952,28.0,35.2
2023-06-01,3953,40.6,54.5
2023-06-01,3954,37.9,48.0
2023-06-01,3955,40.4,46.199999999999996
2023-06-01,3956,23.9,36.2
2023-06-01,3957,44.8,56.099999999999994
2023-06-01,3958,32.0,42.6
2023-06-01,3959,35.5,45.6
2023-06-01,3960,33.8,44.5
2023-06-01,3961,20.1,31.3
2023-06-01,3962,35.3,47.8
2023-06-01,3963,42.7,51.7
2023-06-01,3964,42.8,54.699999999999996
2023-06-01,3965,29.6,38.900000000000006
2023-06-01,3966,40.4,55.3
2023-06-01,3967,28.4,40.3
2023-06-01,3968,40.1,48.0
2023-06-01,3969,17.2,24.6
2023-06-01,3970,27.0,37.2
2023-06-01,3971,24.3,31.5
2023-06-01,3972,33.8,39.0
2023-06-01,3973,17.4,27.0
2023-06-01,3974,16.4,23.4
2023-06-01,3975,29.3,42.7
2023-06-01,3976,15.8,30.5
2023-06-01,3977,31.0,43.7
2023-06-01,3978,27.5,32.8
2023-06-01,3979,17.0,24.9
2023-06-01,3980,35.8,44.099999999999994
2023-06-01,3981,36.4,45.099999999999994
2023-06-01,3982,40.8,55.5
2023-06-01,3983,27.2,34.7
2023-06-01,3984,36.8,51.099999999999994
2023-06-01,3985,19.8,32.8
2023-06-01,3986,21.9,33.7
2023-06-01,3987,21.6,29.900000000000002
2023-06-01,3988,43.8,57.099999999999994
2023-06-01,3989,43.3,50.599999999999994
2023-06-01,3990,16.7,23.1
2023-06-01,3991,21.5,35.2
2023-06-01,3992,30.9,42.5
2023-06-01,3993,42.0,48.4
2023-06-01,3994,34.6,42.900000000000006
2023-06-01,3995,24.2,35.4
2023-06-01,3996,43.6,54.900000000000006
2023-06-01,3997,18.8,26.3
2023-06-01,3998,41.3,48.3
2023-06-01,3999,38.7,44.0
2023-06-01,4000,44.0,52.2
2023-06-01,4001,31.9,40.5
2023-06-01,4002,25.7,31.1
2023-06-01,4003,41.8,56.4
2023-06-01,4004,23.9,34.0
2023-06-01,4005,39.3,48.8
2023-06-01,4006,43.2,56.400000000000006
2023-06-01,4007,30.3,37.3
2023-06-01,4008,31.1,43.900000000000006
2023-06-01,4009,21.0,35.0
2023-06-01,4010,30.3,43.8
2023-06-01,4011,24.9,32.6
2023-06-01,4012,27.3,38.6
2023-06-01,4013,36.6,42.800000000000004
2023-06-01,4014,19.3,31.200000000000003
2023-06-01,4015,44.3,57.9
2023-06-01,4016,36.5,51.4
2023-06-01,4017,43.9,54.2
2023-06-01,4018,43.2,48.5
2023-06-01,4019,26.0,35.9
2023-06-01,4020,42.1,51.900000000000006
2023-06-01,4021,36.5,49.8
2023-06-01,4022,32.3,39.599999999999994
2023-06-01,4023,21.8,30.4
2023-06-01,4024,31.7,45.0
2023-06-01,4025,18.3,24.3
2023-06-01,4026,21.0,32.5
2023-06-01,4027,25.7,37.1
2023-06-01,4028,29.9,36.1
2023-06-01,4029,35.6,41.5
2023-06-01,4030,27.5,33.1
2023-06-01,4031,33.4,41.4
2023-06-01,4032,33.4,48.099999999999994
2023-06-01,4033,35.1,43.900000000000006
2023-06-01,4034,24.3,34.4
2023-06-01,4035,17.1,29.6
2023-06-01,4036,42.4,57.099999999999994
2023-06-01,4037,40.2,48.400000000000006
2023-06-01,4038,31.2,37.9
2023-06-01,4039,22.6,27.900000000000002
2023-06-01,4040,17.1,29.5
2023-06-01,4041,22.3,31.700000000000003
2023-06-01,4042,21.7,31.0
2023-06-01,4043,34.2,47.7
2023-06-01,4044,37.6,44.2
2023-06-01,4045,34.7,47.2
2023-06-01,4046,17.6,23.0
2023-06-01,4047,31.3,37.6
2023-06-01,4048,20.2,32.0
2023-06-01,4049,24.2,39.0
2023-06-01,4050,41.6,50.5
2023-06-01,4051,31.9,38.699999999999996
2023-06-01,4052,43.5,56.3
2023-06-01,4053,35.5,42.2
2023-06-01,4054,19.2,27.7
2023-06-01,4055,40.5,52.4
2023-06-01,4056,30.9,41.9
2023-06-01,4057,39.4,50.3
2023-06-01,4058,31.8,39.7
2023-06-01,4059,39.4,48.4
2023-06-01,4060,18.0,29.8
2023-06-01,4061,15.5,20.7
2023-06-01,4062,42.3,52.3
2023-06-01,4063,24.3,36.7
2023-06-01,4064,42.7,50.1
2023-06-01,4065,35.8,48.3
2023-06-01,4066,15.5,30.3
2023-06-01,4067,38.8,50.9
2023-06-01,4068,42.9,48.4
2023-06-01,4069,19.1,27.200000000000003
2023-06-01,4070,26.7,37.8
2023-06-01,4071,30.7,39.5
2023-06-01,4072,39.5,45.1
2023-06-01,4073,29.7,40.4
2023-06-01,4074,24.9,37.099999999999994
2023-06-01,4075,27.0,37.6
2023-06-01,4076,36.1,46.0
2023-06-01,4077,15.3,22.3
2023-06-01,4078,16.8,28.6
2023-06-01,4079,30.3,44.7
2023-06-01,4080,30.2,43.5
2023-06-01,4081,25.3,34.0
2023-06-01,4082,21.8,33.8
2023-06-01,4083,24.6,34.1
2023-06-01,4084,24.6,33.400000000000006
2023-06-01,4085,31.6,46.400000000000006
2023-06-01,4086,17.9,26.5
2023-06-01,4087,27.4,35.599999999999994
2023-06-01,4088,28.0,34.9
2023-06-01,4089,22.5,36.1
2023-06-01,4090,39.4,51.599999999999994
2023-06-01,4091,43.7,52.300000000000004
2023-06-01,4092,20.8,26.6
2023-06-01,4093,31.8,44.7
2023-06-01,4094,19.5,32.5
2023-06-01,4095,26.6,39.7
2023-06-01,4096,41.1,52.900000000000006
2023-06-01,4097,35.4,45.8
2023-06-01,4098,24.6,32.4
2023-06-01,4099,18.9,32.3
2023-06-01,4100,25.9,36.599999999999994
2023-06-01,4101,23.4,35.8
2023-06-01,4102,20.1,25.6
2023-06-01,4103,16.6,29.0
2023-06-01,4104,17.1,27.0
2023-06-01,4105,18.5,23.9
2023-06-01,4106,21.0,33.3
2023-06-01,4107,43.6,55.7
2023-06-01,4108,34.8,43.8
2023-06-01,4109,16.4,24.4
2023-06-01,4110,27.1,36.5
2023-06-01,4111,40.9,54.4
2023-06-01,4112,40.8,47.9
2023-06-01,4113,22.8,30.4
2023-06-01,4114,35.7,46.5
2023-06-01,4115,32.9,45.9
2023-06-01,4116,37.5,43.2
2023-06-01,4117,23.9,37.599999999999994
2023-06-01,4118,33.1,40.300000000000004
2023-06-01,4119,20.6,33.400000000000006
2023-06-01,4120,30.4,43.9
2023-06-01,4121,25.4,37.099999999999994
2023-06-01,4122,20.1,34.6
2023-06-01,4123,22.6,28.900000000000002
2023-06-01,4124,22.8,29.8
2023-06-01,4125,24.3,33.6
2023-06-01,4126,21.9,31.599999999999998
2023-06-01,4127,27.1,39.7
2023-06-01,4128,36.3,44.9
2023-06-01,4129,27.6,34.9
2023-06-01,4130,38.4,47.4
2023-06-01,4131,16.4,31.299999999999997
2023-06-01,4132,24.3,35.2
2023-06-01,4133,41.7,48.7
2023-06-01,4134,15.2,28.5
2023-06-01,4135,17.1,23.900000000000002
2023-06-01,4136,19.2,29.4
2023-06-01,4137,39.0,50.9
2023-06-01,4138,36.8,43.5
2023-06-01,4139,23.8,31.0
2023-06-01,4140,16.2,29.0
2023-06-01,4141,28.7,40.0
2023-06-01,4142,43.5,54.7
2023-06-01,4143,28.7,35.6
2023-06-01,4144,21.4,34.3
2023-06-01,4145,39.9,53.3
2023-06-01,4146,24.8,32.1
2023-06-01,4147,43.3,49.599999999999994
2023-06-01,4148,33.3,48.099999999999994
2023-06-01,4149,32.0,40.0
2023-06-01,4150,33.2,45.300000000000004
2023-06-01,4151,33.5,41.2
2023-06-01,4152,26.7,32.2
2023-06-01,4153,39.0,53.2
2023-06-01,4154,25.3,35.1
2023-06-01,4155,19.7,28.299999999999997
2023-06-01,4156,17.1,24.8
2023-06-01,4157,34.8,40.3
2023-06-01,4158,44.5,51.8
2023-06-01,4159,31.8,44.0
2023-06-01,4160,27.7,35.6
2023-06-01,4161,19.3,26.200000000000003
2023-06-01,4162,23.6,37.8
2023-06-01,4163,18.7,32.1
2023-06-01,4164,35.2,40.7
2023-06-01,4165,44.1,58.7
2023-06-01,4166,39.4,46.699999999999996
2023-06-01,4167,23.7,31.6
2023-06-01,4168,43.9,53.2
2023-06-01,4169,19.0,32.3
2023-06-01,4170,18.1,26.6
2023-06-01,4171,39.5,50.3
2023-06-01,4172,36.8,47.699999999999996
2023-06-01,4173,41.4,46.5
2023-06-01,4174,36.4,42.4
2023-06-01,4175,32.7,41.6
2023-06-01,4176,19.4,30.099999999999998
2023-06-01,4177,41.8,53.8
2023-06-01,4178,16.1,29.1
2023-06-01,4179,40.1,49.0
2023-06-01,4180,34.6,39.7
2023-06-01,4181,40.2,49.6
2023-06-01,4182,28.6,39.1
2023-06-01,4183,36.2,46.400000000000006
2023-06-01,4184,44.1,55.900000000000006
2023-06-01,4185,43.1,49.4
2023-06-01,4186,24.6,35.3
2023-06-01,4187,44.9,54.0
2023-06-01,4188,28.0,36.8
2023-06-01,4189,16.8,23.700000000000003
2023-06-01,4190,39.1,52.2
2023-06-01,4191,23.3,37.3
2023-06-01,4192,25.9,40.4
2023-06-01,4193,16.6,28.200000000000003
2023-06-01,4194,33.5,44.1
2023-06-01,4195,40.6,49.900000000000006
2023-06-01,4196,19.4,33.5
2023-06-01,4197,20.6,26.200000000000003
2023-06-01,4198,35.9,41.4
2023-06-01,4199,26.6,38.5
2023-06-01,4200,41.3,51.3
2023-06-01,4201,42.2,50.6
2023-06-01,4202,21.2,34.9
2023-06-01,4203,34.2,46.1
2023-06-01,4204,42.5,52.8
2023-06-01,4205,20.4,32.599999999999994
2023-06-01,4206,29.3,39.8
2023-06-01,4207,29.1,41.2
2023-06-01,4208,15.2,28.9
2023-06-01,4209,40.9,48.4
2023-06-01,4210,20.9,26.2
2023-06-01,4211,24.9,34.0
2023-06-01,4212,24.2,35.3
2023-06-01,4213,20.0,27.4
2023-06-01,4214,41.9,51.7
2023-06-01,4215,33.0,41.5
2023-06-01,4216,21.2,29.2
2023-06-01,4217,19.0,33.3
2023-06-01,4218,32.6,43.900000000000006
2023-06-01,4219,41.2,48.800000000000004
2023-06-01,4220,44.2,57.1
2023-06-01,4221,33.7,44.300000000000004
2023-06-01,4222,26.8,35.6
2023-06-01,4223,23.3,32.5
2023-06-01,4224,41.9,48.4
2023-06-01,4225,20.5,28.7
2023-06-01,4226,43.2,54.7
2023-06-01,4227,26.4,34.4
2023-06-01,4228,35.1,41.1
2023-06-01,4229,40.7,50.6
2023-06-01,4230,44.5,55.9
2023-06-01,4231,31.8,44.1
2023-06-01,4232,44.4,53.9
2023-06-01,4233,34.5,46.0
2023-06-01,4234,38.3,44.5
2023-06-01,4235,43.8,58.5
2023-06-01,4236,21.0,33.9
2023-06-01,4237,24.7,32.2
2023-06-01,4238,25.6,37.8
2023-06-01,4239,32.4,40.599999999999994
2023-06-01,4240,20.1,30.3
2023-06-01,4241,42.1,52.2
2023-06-01,4242,42.8,52.0
2023-06-01,4243,22.3,34.1
2023-06-01,4244,26.5,33.8
2023-06-01,4245,31.2,44.4
2023-06-01,4246,34.5,48.1
2023-06-01,4247,30.6,37.300000000000004
2023-06-01,4248,17.2,28.5
2023-06-01,4249,20.7,33.9
2023-06-01,4250,25.3,38.0
2023-06-01,4251,28.1,42.7
2023-06-01,4252,29.7,40.5
2023-06-01,4253,30.5,44.2
2023-06-01,4254,31.5,37.6
2023-06-01,4255,33.6,47.400000000000006
2023-06-01,4256,40.5,47.1
2023-06-01,4257,28.4,43.3
2023-06-01,4258,35.0,43.3
2023-06-01,4259,38.5,49.1
2023-06-01,4260,15.2,22.9
2023-06-01,4261,33.6,46.5
2023-06-01,4262,33.9,43.599999999999994
2023-06-01,4263,18.1,28.5
2023-06-01,4264,40.6,54.1
2023-06-01,4265,38.6,53.1
2023-06-01,4266,25.5,37.7
2023-06-01,4267,31.2,41.9
2023-06-01,4268,24.1,29.400000000000002
2023-06-01,4269,27.6,36.6
2023-06-01,4270,17.8,26.6
2023-06-01,4271,18.6,33.2
2023-06-01,4272,16.5,24.0
2023-06-01,4273,32.0,46.9
2023-06-01,4274,37.8,50.099999999999994
2023-06-01,4275,19.7,28.2
2023-06-01,4276,17.4,32.3
2023-06-01,4277,17.1,31.1
2023-06-01,4278,21.9,32.7
2023-06-01,4279,39.2,51.900000000000006
2023-06-01,4280,44.6,52.300000000000004
2023-06-01,4281,22.3,29.8
2023-06-01,4282,45.0,55.0
2023-06-01,4283,42.8,57.4
2023-06-01,4284,27.3,40.1
2023-06-01,4285,34.3,43.099999999999994
2023-06-01,4286,24.1,31.700000000000003
2023-06-01,4287,16.1,21.700000000000003
2023-06-01,4288,31.8,37.2
2023-06-01,4289,19.6,29.8
2023-06-01,4290,21.5,32.8
2023-06-01,4291,37.4,47.3
2023-06-01,4292,39.8,52.199999999999996
2023-06-01,4293,45.0,59.9
2023-06-01,4294,29.0,34.1
2023-06-01,4295,36.6,46.1
2023-06-01,4296,44.8,50.5
2023-06-01,4297,23.1,28.900000000000002
2023-06-01,4298,36.5,50.2
2023-06-01,4299,38.9,49.099999999999994
2023-06-01,4300,21.9,29.099999999999998
2023-06-01,4301,27.7,33.0
2023-06-01,4302,35.5,48.5
2023-06-01,4303,27.2,32.7
2023-06-01,4304,35.2,40.400000000000006
2023-06-01,4305,39.6,50.5
2023-06-01,4306,37.3,49.699999999999996
2023-06-01,4307,24.9,32.6
2023-06-01,4308,28.9,42.7
2023-06-01,4309,20.7,27.1
2023-06-01,4310,18.1,28.700000000000003
2023-06-01,4311,35.7,41.2
2023-06-01,4312,21.5,32.0
2023-06-01,4313,26.2,35.4
2023-06-01,4314,36.9,46.0
2023-06-01,4315,21.7,33.4
2023-06-01,4316,35.2,49.6
2023-06-01,4317,20.6,33.1
2023-06-01,4318,44.6,50.800000000000004
2023-06-01,4319,43.1,53.400000000000006
2023-06-01,4320,25.7,38.0
2023-06-01,4321,34.0,42.2
2023-06-01,4322,39.8,46.8
2023-06-01,4323,35.2,42.300000000000004
2023-06-01,4324,36.3,41.599999999999994
2023-06-01,4325,32.9,44.7
2023-06-01,4326,18.4,31.599999999999998
2023-06-01,4327,26.7,35.7
2023-06-01,4328,40.5,48.9
2023-06-01,4329,34.2,45.1
2023-06-01,4330,43.3,49.0
2023-06-01,4331,39.7,52.900000000000006
2023-06-01,4332,15.4,28.3
2023-06-01,4333,30.2,42.2
2023-06-01,4334,44.3,58.3
2023-06-01,4335,39.7,54.300000000000004
2023-06-01,4336,32.1,46.2
2023-06-01,4337,30.8,41.4
2023-06-01,4338,21.2,32.3
2023-06-01,4339,35.9,50.3
2023-06-01,4340,25.7,37.4
2023-06-01,4341,20.2,29.2
2023-06-01,4342,31.1,42.8
2023-06-01,4343,26.9,34.3
2023-06-01,4344,24.1,31.8
2023-06-01,4345,25.1,34.5
2023-06-01,4346,36.3,46.4
2023-06-01,4347,17.1,26.5
2023-06-01,4348,43.6,50.300000000000004
2023-06-01,4349,25.8,31.3
2023-06-01,4350,35.0,44.8
2023-06-01,4351,41.6,47.0
2023-06-01,4352,34.6,47.3
2023-06-01,4353,37.6,51.7
2023-06-01,4354,43.8,58.8
2023-06-01,4355,41.4,47.4
2023-06-01,4356,29.6,35.2
2023-06-01,4357,25.7,39.6
2023-06-01,4358,39.1,50.2
2023-06-01,4359,16.5,24.7
2023-06-01,4360,33.9,41.3
2023-06-01,4361,20.3,32.6
2023-06-01,4362,37.7,46.300000000000004
2023-06-01,4363,37.8,47.4
2023-06-01,4364,38.4,48.0
2023-06-01,4365,33.4,48.3
2023-06-01,4366,21.4,33.7
2023-06-01,4367,34.5,44.8
2023-06-01,4368,27.6,42.6
2023-06-01,4369,44.3,57.5
2023-06-01,4370,36.6,49.3
2023-06-01,4371,17.3,23.700000000000003
2023-06-01,4372,28.5,39.8
2023-06-01,4373,21.3,33.1
2023-06-01,4374,36.3,45.199999999999996
2023-06-01,4375,15.2,22.299999999999997
2023-06-01,4376,33.5,41.2
2023-06-01,4377,21.1,32.5
2023-06-01,4378,33.2,38.6
2023-06-01,4379,20.2,30.799999999999997
2023-06-01,4380,35.0,48.6
2023-06-01,4381,32.4,43.2
2023-06-01,4382,40.6,48.1
2023-06-01,4383,16.4,24.299999999999997
2023-06-01,4384,21.1,28.8
2023-06-01,4385,32.6,41.2
2023-06-01,4386,44.9,54.4
2023-06-01,4387,44.4,58.9
2023-06-01,4388,31.6,37.800000000000004
2023-06-01,4389,15.6,28.1
2023-06-01,4390,31.1,41.8
2023-06-01,4391,19.7,28.299999999999997
2023-06-01,4392,27.3,32.4
2023-06-01,4393,36.2,45.6
2023-06-01,4394,40.4,52.9
2023-06-01,4395,28.0,40.0
2023-06-01,4396,39.9,46.199999999999996
2023-06-01,4397,26.5,32.5
2023-06-01,4398,38.8,50.5
2023-06-01,4399,32.3,45.599999999999994
2023-06-01,4400,18.6,32.8
2023-06-01,4401,34.6,43.7
2023-06-01,4402,38.8,51.099999999999994
2023-06-01,4403,35.5,42.7
2023-06-01,4404,15.1,20.7
2023-06-01,4405,22.6,37.3
2023-06-01,4406,43.0,51.2
2023-06-01,4407,16.6,24.700000000000003
2023-06-01,4408,41.7,52.400000000000006
2023-06-01,4409,35.2,41.5
2023-06-01,4410,20.3,33.4
2023-06-01,4411,41.9,51.7
2023-06-01,4412,20.9,33.4
2023-06-01,4413,36.3,43.599999999999994
2023-06-01,4414,17.9,23.299999999999997
2023-06-01,4415,37.6,48.2
2023-06-01,4416,39.1,51.2
2023-06-01,4417,33.8,47.5
2023-06-01,4418,25.5,35.0
2023-06-01,4419,31.4,37.4
2023-06-01,4420,35.0,43.8
2023-06-01,4421,20.9,29.0
2023-06-01,4422,25.5,35.0
2023-06-01,4423,26.3,40.0
2023-06-01,4424,35.4,43.199999999999996
2023-06-01,4425,40.5,53.4
2023-06-01,4426,37.0,47.2
2023-06-01,4427,17.3,32.2
2023-06-01,4428,19.1,27.0
2023-06-01,4429,34.1,42.7
2023-06-01,4430,30.2,45.2
2023-06-01,4431,30.7,41.8
2023-06-01,4432,39.4,50.9
2023-06-01,4433,28.5,42.1
2023-06-01,4434,42.1,52.5
2023-06-01,4435,18.3,23.9
2023-06-01,4436,26.1,38.400000000000006
2023-06-01,4437,16.0,24.8
2023-06-01,4438,32.7,38.0
2023-06-01,4439,26.5,36.4
2023-06-01,4440,31.2,46.0
2023-06-01,4441,24.6,34.8
2023-06-01,4442,18.7,24.0
2023-06-01,4443,40.7,55.6
2023-06-01,4444,16.4,23.0
2023-06-01,4445,18.5,26.6
2023-06-01,4446,41.9,52.3
2023-06-01,4447,37.9,47.4
2023-06-01,4448,37.9,44.199999999999996
2023-06-01,4449,22.6,28.6
2023-06-01,4450,38.9,50.9
2023-06-01,4451,44.5,50.0
2023-06-01,4452,16.4,30.4
2023-06-01,4453,24.2,32.6
2023-06-01,4454,41.5,54.2
2023-06-01,4455,27.8,37.0
2023-06-01,4456,19.1,28.0
2023-06-01,4457,37.6,47.2
2023-06-01,4458,42.0,55.3
2023-06-01,4459,23.8,37.4
2023-06-01,4460,40.0,49.7
2023-06-01,4461,19.7,28.2
2023-06-01,4462,44.0,54.5
2023-06-01,4463,37.9,51.9
2023-06-01,4464,36.8,45.8
2023-06-01,4465,35.9,49.099999999999994
2023-06-01,4466,25.7,37.0
2023-06-01,4467,43.6,48.7
2023-06-01,4468,44.8,52.099999999999994
2023-06-01,4469,28.8,34.9
2023-06-01,4470,41.9,48.3
2023-06-01,4471,42.0,50.2
2023-06-01,4472,33.6,47.900000000000006
2023-06-01,4473,20.3,30.6
2023-06-01,4474,36.9,43.6
2023-06-01,4475,32.6,45.2
2023-06-01,4476,25.7,35.7
2023-06-01,4477,23.8,30.4
2023-06-01,4478,35.5,48.0
2023-06-01,4479,42.6,57.400000000000006
2023-06-01,4480,44.3,58.599999999999994
2023-06-01,4481,29.9,39.0
2023-06-01,4482,32.6,46.1
2023-06-01,4483,39.4,53.5
2023-06-01,4484,32.5,40.3
2023-06-01,4485,35.5,41.5
2023-06-01,4486,19.7,33.9
2023-06-01,4487,36.5,49.4
2023-06-01,4488,32.2,43.2
2023-06-01,4489,32.9,47.599999999999994
2023-06-01,4490,15.3,27.6
2023-06-01,4491,16.5,22.5
2023-06-01,4492,20.4,30.2
2023-06-01,4493,18.0,29.0
2023-06-01,4494,33.3,42.3
2023-06-01,4495,27.7,40.0
2023-06-01,4496,39.3,53.599999999999994
2023-06-01,4497,30.4,42.4
2023-06-01,4498,41.4,52.8
2023-06-01,4499,16.7,29.299999999999997
2023-06-01,4500,39.5,53.2
2023-06-01,4501,22.6,34.0
2023-06-01,4502,35.3,42.199999999999996
2023-06-01,4503,25.1,39.900000000000006
2023-06-01,4504,24.4,30.7
2023-06-01,4505,43.0,49.2
2023-06-01,4506,35.0,41.0
2023-06-01,4507,23.4,31.5
2023-06-01,4508,28.5,35.4
2023-06-01,4509,18.8,32.2
2023-06-01,4510,25.2,37.3
2023-06-01,4511,32.7,43.6
2023-06-01,4512,20.0,26.3
2023-06-01,4513,32.2,43.7
2023-06-01,4514,41.9,49.9
2023-06-01,4515,43.9,57.599999999999994
2023-06-01,4516,40.4,50.599999999999994
2023-06-01,4517,39.1,49.0
2023-06-01,4518,34.0,42.0
2023-06-01,4519,20.6,29.6
2023-06-01,4520,44.0,57.0
2023-06-01,4521,24.0,38.8
2023-06-01,4522,43.7,55.7
2023-06-01,4523,37.1,47.1
2023-06-01,4524,35.8,48.4
2023-06-01,4525,41.0,49.1
2023-06-01,4526,41.2,46.2
2023-06-01,4527,34.3,44.699999999999996
2023-06-01,4528,36.0,41.9
2023-06-01,4529,22.7,30.5
2023-06-01,4530,36.6,49.2
2023-06-01,4531,36.8,46.699999999999996
2023-06-01,4532,33.1,42.1
2023-06-01,4533,29.3,41.7
2023-06-01,4534,32.2,40.400000000000006
2023-06-01,4535,26.1,40.6
2023-06-01,4536,17.0,22.9
2023-06-01,4537,39.4,47.8
2023-06-01,4538,37.8,50.099999999999994
2023-06-01,4539,17.9,23.4
2023-06-01,4540,32.2,44.7
2023-06-01,4541,40.1,51.0
2023-06-01,4542,19.6,24.8
